"","TCGA.SS.A7HO.01A","TCGA.D5.6930.01A","TCGA.A6.2684.11A","TCGA.CK.5913.01A","TCGA.AA.3548.01A","TCGA.A6.2671.11A","TCGA.AA.3520.11A","TCGA.D5.5541.01A","TCGA.D5.6538.01A","TCGA.A6.A565.01A","TCGA.A6.2683.11A","TCGA.G4.6586.01A","TCGA.A6.2680.11A","TCGA.AA.3527.11A","TCGA.AA.3525.11A","TCGA.A6.2685.11A","TCGA.AG.3600.01A","TCGA.CI.6624.01C","TCGA.AF.2692.11A","TCGA.AF.2689.11A","TCGA.AG.3881.01A","TCGA.AF.2691.11A"
"hsa-miR-558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5580-5p",2,0,0,1,0,0,0,0,4,0,0,3,4,0,0,0,1,0,0,0,2,0
"hsa-miR-5581-5p",2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-5582-5p",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0
"hsa-miR-5583-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5584-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5585-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5586-5p",9,8,0,3,1,0,0,17,1,11,0,4,0,0,0,0,0,13,0,0,1,0
"hsa-miR-5587-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-5588-5p",1,0,0,0,0,0,2,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0
"hsa-miR-5589-5p",0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,4,0,0,0,0,0
"hsa-miR-559",12,0,0,2,0,0,0,3,3,2,0,3,0,0,0,0,0,3,0,0,2,0
"hsa-miR-5590-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5591-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-561-5p",3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"hsa-miR-562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-564",0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5680",1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5681a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5681b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"hsa-miR-5683",2,2,0,3,0,0,0,7,6,2,0,2,0,0,0,0,0,5,0,0,20,1
"hsa-miR-5684",1,0,0,1,1,0,0,0,1,3,0,2,0,0,0,0,4,0,0,0,0,0
"hsa-miR-5685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5687",1,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,3,0,0,0,0
"hsa-miR-5688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5690",3,0,0,0,0,1,2,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5691",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5692a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5692b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5692c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5694",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5695",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"hsa-miR-5696",4,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1,0
"hsa-miR-5697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5698",9,2,3,3,0,0,1,3,4,3,8,1,1,0,8,3,0,0,1,18,0,2
"hsa-miR-5699-5p",18,2,0,0,0,0,1,0,2,3,1,2,0,0,0,0,1,3,0,0,3,0
"hsa-miR-570-5p",2,0,0,2,1,0,0,4,1,5,0,7,0,0,0,0,3,26,0,0,1,0
"hsa-miR-5700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5703",1,0,1,3,1,0,1,5,2,1,1,4,0,3,0,0,0,1,1,1,0,3
"hsa-miR-5704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5706",2,1,0,1,0,0,0,4,1,1,0,6,0,0,0,0,0,5,0,0,0,0
"hsa-miR-5707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-572",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0
"hsa-miR-573",3,0,0,5,4,0,0,0,0,2,0,4,1,0,0,0,0,5,0,0,0,0
"hsa-miR-5739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-574-5p",183,301,623,153,47,532,538,97,119,671,600,140,846,671,693,364,40,331,1904,2342,86,1124
"hsa-miR-575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-576-5p",221,19,5,20,15,3,5,33,34,84,1,42,1,7,7,3,14,57,2,7,34,2
"hsa-miR-577",612,133,0,79,188,0,0,197,80,98,1,824,2,0,2,0,931,392,0,0,216,0
"hsa-miR-578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-579-5p",15,2,1,1,0,1,2,2,0,3,3,4,5,0,0,0,0,2,0,0,2,0
"hsa-miR-580-5p",14,0,0,1,0,0,0,2,1,3,0,4,0,0,0,0,0,0,0,0,3,0
"hsa-miR-581",13,3,0,1,0,0,2,2,1,3,0,0,0,0,0,0,1,5,0,0,2,0
"hsa-miR-582-5p",4505,2179,9,1770,257,10,6,1057,4761,3039,5,2295,11,25,4,7,531,1355,22,42,1615,13
"hsa-miR-583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-584-5p",6388,1060,114,1436,339,52,92,235,1498,911,139,1376,61,64,93,56,603,919,70,73,673,43
"hsa-miR-585-5p",0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0
"hsa-miR-586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-588",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-589-5p",261,296,260,197,31,217,236,270,243,279,230,240,308,194,365,173,86,300,289,286,110,201
"hsa-miR-590-5p",241,33,1,59,42,0,0,76,50,143,0,160,0,0,0,0,34,158,0,0,177,0
"hsa-miR-591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-592",41,18,0,2,59,0,0,69,192,77,0,11,0,0,0,0,24,426,0,0,1,0
"hsa-miR-593-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-596",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-597-5p",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"hsa-miR-598-5p",201,59,3,92,7,0,0,93,22,138,1,38,6,0,2,1,2,108,2,4,19,6
"hsa-miR-599",6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"hsa-miR-600",1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0
"hsa-miR-601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-604",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-605-5p",5,1,8,0,0,5,9,1,9,1,10,0,3,13,5,3,0,5,15,27,2,14
"hsa-miR-606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-607",3,0,0,0,0,0,0,1,3,3,0,2,0,0,0,0,1,2,0,0,1,0
"hsa-miR-6070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6073",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6087",2,0,0,0,0,0,0,1,0,1,0,1,3,4,1,0,0,2,3,4,0,0
"hsa-miR-6088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-611",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"hsa-miR-612",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6125",1,2,5,0,0,1,3,3,1,0,7,0,9,3,2,3,1,2,2,3,0,0
"hsa-miR-6126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6132",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,4,0,1
"hsa-miR-6133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-614",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"hsa-miR-615-5p",11,13,15,7,3,0,7,0,0,0,4,3,129,14,7,0,2,1,1,1,0,0
"hsa-miR-616-5p",97,7,6,7,5,10,5,7,9,9,5,18,3,3,7,7,14,6,13,12,22,6
"hsa-miR-6165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-617",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-618",37,3,0,3,1,0,0,2,1,1,1,1,8,0,0,0,0,1,2,0,0,0
"hsa-miR-619-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-622",2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"hsa-miR-623",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-624-5p",5,5,0,6,2,2,0,7,3,16,2,6,0,0,0,1,0,4,0,0,2,0
"hsa-miR-625-5p",1159,1923,805,3194,278,479,481,685,2319,2886,1339,3271,862,457,1924,601,255,1105,537,950,497,453
"hsa-miR-626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-627-5p",22,5,2,2,2,0,0,10,16,0,0,11,1,0,0,0,4,9,0,0,11,0
"hsa-miR-628-5p",21,22,1,18,46,0,0,36,29,28,0,40,1,2,0,0,58,78,0,0,188,0
"hsa-miR-629-5p",1677,502,164,491,115,90,133,732,455,489,192,579,120,93,236,114,117,318,52,97,188,61
"hsa-miR-630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-631",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-632",0,0,0,1,1,0,1,0,4,0,8,2,2,5,5,0,1,6,2,3,0,1
"hsa-miR-633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-636",5,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
"hsa-miR-637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-639",2,3,2,0,2,1,3,4,2,2,4,1,2,1,3,0,2,0,0,0,2,1
"hsa-miR-640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-641",9,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,3,0,0,1,0
"hsa-miR-642a-5p",19,14,174,5,21,71,60,3,1,32,106,45,52,28,69,37,1,11,42,88,10,53
"hsa-miR-642b-5p",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"hsa-miR-643",9,1,0,5,0,0,0,3,3,7,0,7,0,0,0,0,0,0,0,0,4,0
"hsa-miR-644a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-647",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6499-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6500-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6501-5p",2,0,0,1,0,0,0,1,0,0,5,1,2,0,3,1,0,0,1,2,0,0
"hsa-miR-6502-5p",3,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,1,2,0,0,0,1
"hsa-miR-6503-5p",0,0,1,0,0,1,1,1,0,2,1,1,2,0,0,0,0,2,0,1,0,0
"hsa-miR-6504-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6505-5p",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6506-5p",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6507-5p",0,0,8,0,0,0,2,0,0,2,1,0,3,0,3,1,0,1,1,2,0,0
"hsa-miR-6508-5p",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-6509-5p",3,2,5,2,0,0,2,1,3,4,2,1,5,4,2,1,2,2,3,2,2,0
"hsa-miR-651-5p",129,10,0,8,4,0,0,8,33,23,0,39,0,0,2,0,1,18,0,0,2,0
"hsa-miR-6510-5p",0,0,0,3,0,0,1,1,0,0,0,4,5,0,0,0,0,7,1,0,1,0
"hsa-miR-6511a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6511b-5p",58,2,26,4,0,47,41,10,16,9,39,2,60,61,32,23,1,8,143,108,1,55
"hsa-miR-6512-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6513-5p",1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
"hsa-miR-6514-5p",4,0,0,3,0,0,2,1,1,1,0,1,2,0,1,1,0,0,0,2,0,0
"hsa-miR-6515-5p",1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"hsa-miR-6516-5p",5,0,0,0,2,0,0,3,1,1,0,4,0,0,0,0,1,11,0,1,1,0
"hsa-miR-652-5p",211,79,148,78,17,52,83,169,97,97,149,153,90,61,139,87,39,190,27,73,97,27
"hsa-miR-653-5p",18,7,0,1,19,0,0,56,118,7,0,5,0,0,0,0,5,48,0,0,6,0
"hsa-miR-654-5p",55,104,10,55,14,13,36,55,40,106,14,31,13,28,15,8,25,93,19,33,58,10
"hsa-miR-655-5p",10,11,1,11,1,0,0,7,3,33,0,9,0,0,0,0,2,24,0,0,0,0
"hsa-miR-656-5p",0,4,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,4,0,0,0,0
"hsa-miR-657",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-658",3,1,1,0,0,0,5,0,0,0,1,0,3,1,2,0,0,2,1,1,0,6
"hsa-miR-659-5p",14,4,2,5,2,0,1,8,2,5,3,7,0,0,4,5,2,2,2,1,4,1
"hsa-miR-660-5p",541,146,3,87,23,1,3,294,304,504,2,124,2,3,7,5,54,429,1,2,68,2
"hsa-miR-661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-663a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-663b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-664a-5p",79,50,48,27,20,18,42,57,71,168,42,31,43,8,53,24,8,126,20,44,34,15
"hsa-miR-664b-5p",17,13,9,2,2,8,11,3,8,20,5,9,14,6,14,2,2,19,14,25,7,5
"hsa-miR-665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"hsa-miR-668-5p",1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-670-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-671-5p",47,33,42,28,3,22,26,20,10,60,50,40,41,49,43,34,5,51,31,33,10,23
"hsa-miR-6715a-3p",2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0
"hsa-miR-6715b-5p",8,0,7,0,0,5,8,5,10,14,18,0,2,2,5,5,0,4,1,3,0,2
"hsa-miR-6716-5p",3,5,1,1,1,5,6,5,0,1,3,0,3,1,1,3,0,1,5,4,3,4
"hsa-miR-6717-5p",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
"hsa-miR-6718-5p",1,3,1,4,0,0,0,3,1,2,4,8,2,3,4,0,0,5,0,0,6,2
"hsa-miR-6719-3p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6720-5p",4,0,4,1,0,6,4,0,3,2,8,0,8,18,11,1,0,5,17,12,0,8
"hsa-miR-6721-5p",0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"hsa-miR-6722-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6723-5p",1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,1
"hsa-miR-6724-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6726-5p",2,0,3,0,0,0,2,0,0,0,2,0,2,7,0,0,0,0,4,1,0,7
"hsa-miR-6727-5p",3,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,0,0,0
"hsa-miR-6728-5p",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"hsa-miR-6729-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6730-5p",0,1,0,0,1,1,4,0,0,0,2,0,1,1,0,0,0,0,3,2,0,2
"hsa-miR-6731-5p",0,1,0,0,0,0,1,1,0,2,1,3,0,0,1,0,0,0,0,0,0,1
"hsa-miR-6732-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-6733-5p",3,0,0,3,0,0,0,1,6,3,0,2,0,0,0,0,1,1,0,0,0,0
"hsa-miR-6734-5p",5,0,0,0,0,1,3,1,1,1,1,1,1,1,1,2,0,1,3,0,0,3
"hsa-miR-6735-5p",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-6736-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"hsa-miR-6737-5p",1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
"hsa-miR-6738-5p",0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,3
"hsa-miR-6739-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6740-5p",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"hsa-miR-6741-5p",2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,3,3,0,0
"hsa-miR-6742-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6743-5p",1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,5,1,0,0
"hsa-miR-6744-5p",1,4,0,2,0,0,0,0,0,1,3,1,0,1,3,0,1,0,0,0,1,0
"hsa-miR-6745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6746-5p",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6747-5p",2,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1
"hsa-miR-6748-5p",3,0,3,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
